Ranculcus scalabrinianus,1.29985
Sphenotherus paranensis,1.29985
Octomylodon aversus,1.29985
Ortotherium robustum,1.29985
Ortotherium laticurvatum,0.06885
Ortotherium brevirostrum,0.4535
Ortotherium laticurvatum,0.4535
Promylodon paranensis,0.06885
Prolestodon paranensis,0.06885
Prolestodon antiquus,1.29985
Strabosodon acuticavus,1.29985
Strabosodon obtusicavus,1.29985
Protomegalonyx chasicoensis,1.29985
Glossotherium robustum,1.29985
Proscelidodon patrius,1.29985
Proscelidodon patrius,1.29985
Proscelidodon patrius,1.29985
Proscelidodon patrius,1.29985
Proscelidodon patrius,1.29985
Megalonyx jeffersonii,1.29985
Paramylodon harlani,1.29985
Paramylodon harlani,0.3965
Megalonyx jeffersonii,0.3965
Paramylodon harlani,0.3965
Paramylodon harlani,0.3965
Eremotherium laurillardi,0.3965
Paramylodon harlani,0.3965
Paramylodon harlani,1.29985
Paramylodon harlani,3.5
Megalonyx jeffersonii,3.5
Paramylodon harlani,0.06885
Eomegatherium nanum,0.06885
Pyramiodontherium scillatoyanei,0.06885
Neotamandua conspicua,0.06885
Paramylodon harlani,0.06885
Paramylodon harlani,0.06885
Megalonyx jeffersonii,0.063
Urumaquia robusta,0.063
Proeremotherium eljebe,0.3965
Eionaletherium tanycnemius,0.3965
Paulocnus petrifactus,1.29985
Protamandua rothi,0.06885
Protamandua rothi,0.06885
Protamandua rothi,0.06885
Eucholoeops ingens,0.06885
Eucholoeops ingens,0.9904999999999999
Eucholoeops ingens,0.9904999999999999
Eucholoeops fronto,0.9904999999999999
Eucholoeops fronto,0.9904999999999999
Hapalops elongatus,0.06885
Hapalops elongatus,0.06885
Hapalops indifferens,0.06885
Hapalops angustipalatus,0.06885
Schismotherium rectangularis,0.06885
Pelecyodon cristatus,0.06885
Pelecyodon cristatus,0.06885
Prepotherium potens,0.06885
Prepotherium filholi,0.06885
Eucholoeops ingens,0.06885
Protamandua rothi,0.06885
Pelecyodon cristatus,0.063
Eucholoeops fronto,0.06885
Protamandua rothi,0.06885
Pelecyodon cristatus,0.00585
Eucholoeops fronto,0.06885
Eucholoeops ingens,0.06885
Neotamandua australis,0.06885
Nunezia caroloameghinoi,0.06885
Protamandua rothi,0.3965
Pseudoglyptodon sallaensis,0.3965
Paroctodontotherium calleorum,0.06885
Catonyx cuvieri,1.29985
Asiabradypus incompositus,1.29985
Paramylodon harlani,0.06885
Paramylodon harlani,16.9
