"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=bradypodidae&show=full"
"Access Time","Fri 2017-02-17 16:03:00 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","bradypodidae"
"","timerule","major"
"","taxon_status","all"
"","show","full"
"Elapsed Time","0.00272"
"Records Found","239"
"Records Returned","239"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"398220","occ","","","13066","Megalonyx indet.","genus","43603","","Megalonyx","","genus","43603","Pleistocene","","2.588","0.0117","Ray","1967","10274","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","5","specimens","-84.800003","34.200001","Ladd's Quarry","","Ladd's Lime Kiln","US","Georgia","Bartow","based on nearby landmark","1","small collection","","gp_mid","-84.40","34.38","101","US","","","","","","","","","","","","","","","claystone","","unlithified","","Y","""carbonate""","","lithified","","","fissure fill","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","paleoecologic","mechanical","","","","","","","","The Ladds fauna has been extracted from varous fissure fills in an isolated dolomitic ridge called Ladds Mountain or Quarry Mountain in nw Georgia. The ridge, composed of Ordovician copper ridge dolomite of the Knox Group.","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"481456","occ","","","31183","Imagocnus zazae","species","64840","","Imagocnus zazae","","species","64840","Early Miocene","","23.03","15.97","MacPhee et al.","2003","8395","Chordata","Mammalia","Xenarthra","Megalonychidae","Imagocnus","","","","","-79.530830","21.621111","Domo de Zaza","","Zaza Dome; Canal de Zaza","CU","Sancti Spiritus","","based on nearby landmark","seconds","local area","coordinate based on Presa Zaza, which is immediately north of Domo de Zaza","gp_mid","-72.21","23.99","206","CU","","Lagunitas","","","formation","Miogypsina-Soriitidae","","","","","","","most in situ fossils are from the lower half of the section","""poorly sorted, angular to subangular gravel, moderately cemented by carbonates and low in clay content... Grey to yellowish-green interbedded sands and gravels""; ""light green clays, with brown and red spotting and minor amounts of sand... soil development... Bioturbation... root casts""","conglomerate","gray,green,yellow","","sandy,calcareous","Y","claystone","bioturbation,paleosol/pedogenic,ferruginous,green,red","","sandy","Y","fluvial-deltaic indet.","","most in situ fossils are from alluvial sands and gravels; some are from lagoonal clays\nformer represent ""short term turbulent sheet flow events in a coastal plain setting... [and] True river channel deposits""; latter represent ""evanescent cutoff lagoons... no more than moderately saline""","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","surface (float),surface (in situ),field collection","","some macrofossils","","","","","screen washing was attempted but yielded no reported taxa","bony fishes and invertebrates are excluded, with some treated separately (see other Domo de Zaza lists)","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"599249","occ","","","63563","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Late Pleistocene","Holocene","0.126","0","Schubert","2003","18288","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-91.833336","37.616669","Little Beaver Cave - MVC collection","","","US","Missouri","Phelps","estimated from map","minutes","small collection","""Located on the Salem Platform of the Ozark Plateau""","gp_mid","-91.83","37.62","101","US","","","","","","","","","","","","","Cave sediments; MVC (Milton Varney Collection) locality details are not published","","","","","","","","","","","","terrestrial indet.","","Specimens derived from surface pick-up and sediments within Little Beaver Cave; Cave is ""formed in uppermost portion of the Gasconade Formation, a dolomitic Ordovician unit."" (p. 152)","macrofossils,mesofossils","","","","","","","","body","good","parautochthonous","time-averaged","","","","abundant","","","","","","taxonomic","surface (float),survey of museum collection","","","","","","","Specimens are curated at the Illinois State Museum","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"600991","occ","","","63886","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Late Pleistocene","","0.126","0.0117","Rincón R","2000","18357","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-72.883331","-10.454167","Cueva de Los Huesos - Cerro Pintado","","","VE","Zulia","","stated in text","seconds","small collection","Cave formed in limestone plateau near the headwaters of the Apon and Guasare Rivers; near the Colombian border and the town of Villanueva, Colombia","gp_mid","-72.88","-10.45","201","VE","","","","","","","","","","","","","Cave-fill sediments; Cave is formed in Cretaceous Grupo Cogollo limestones","","","","unlithified","","","","","","","","cave","","Cave is formed in Cretaceous Grupo Cogollo limestones","macrofossils","","","","","","","","body","excellent","parautochthonous","time-averaged","","","","few","","","","","","taxonomic","selective quarrying,surface (float),mechanical,field collection","","","9 individuals","","","","Specimens are curated at the Museo de Biología de la Universidad del Zulia (Maracaibo) (= MBLUZ)","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"608929","occ","","","55602","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Tortonian","","11.62","7.246","Frailey","1986","18778","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-66.879440","-10.116389","Rio Acre","","","BR","Acre","","estimated from map","seconds","","This is a very large area, and needs to be split up. See Cozzuol 2006.","gp_mid","-64.57","-9.70","201","BR","","Solimoes","","","formation","","","","","","","","","","""siliciclastic""","","","","Y","","","","","","fluvial-deltaic indet.","","","macrofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"610339","occ","","","65405","Megalonyx cf. jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Pleistocene","","2.588","0.0117","Roth and Laerm","1980","18853","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-80.292503","32.559166","Edisto Island","","","US","South Carolina","","estimated from map","seconds","","","gp_mid","-79.89","32.72","109","US","","Silver Bluff","","","","","","","","","","","","","","","","","","","","","","","coastal indet.","","barrier island sediments","","","","","","","","","","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"610854","occ","","","65469","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Pleistocene","","2.588","0.0117","Gallagher et al.","1989","18867","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-74.166664","39.000000","Barney's Dock site","","","US","New Jersey","","stated in text","degrees","","Loran readings are between E-W 42792-42797 and 26855-26857 N-S diagonals","gp_mid","-73.71","39.13","109","US","","","","","","","","","","","","","","silty grayish sand with abundant clam fragments","sandstone","gray","unlithified","argillaceous","Y","","","","","","marginal marine indet.","","","","","","","","","","","","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"625029","occ","","","55602","Pliomorphus sp.","genus","188816","","Pliomorphus","","genus","188816","Tortonian","","11.62","7.246","Cozzuol","2006","19222","Chordata","Mammalia","Xenarthra","Megalonychidae","Pliomorphus","","","","","-66.879440","-10.116389","Rio Acre","","","BR","Acre","","estimated from map","seconds","","This is a very large area, and needs to be split up. See Cozzuol 2006.","gp_mid","-64.57","-9.70","201","BR","","Solimoes","","","formation","","","","","","","","","","""siliciclastic""","","","","Y","","","","","","fluvial-deltaic indet.","","","macrofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"625030","occ","","","55602","cf. Protomegalonyx sp.","genus","265538","","Protomegalonyx","","genus","265538","Tortonian","","11.62","7.246","Cozzuol","2006","19222","Chordata","Mammalia","Xenarthra","Megalonychidae","Protomegalonyx","","","","","-66.879440","-10.116389","Rio Acre","","","BR","Acre","","estimated from map","seconds","","This is a very large area, and needs to be split up. See Cozzuol 2006.","gp_mid","-64.57","-9.70","201","BR","","Solimoes","","","formation","","","","","","","","","","""siliciclastic""","","","","Y","","","","","","fluvial-deltaic indet.","","","macrofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"648829","occ","","","70118","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Early Pleistocene","Middle Pleistocene","2.588","0.126","Cisneros","2005","23537","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-89.166664","13.783333","Rio Tomayate","","","SV","","Apopa","stated in text","minutes","outcrop","""at the margins of the Rio Tomayate, in Apopa Municipality... 12 km north from San Salvador... The outcrop is located approximately 3 km north from the Apopa-Quezaltepeque highway bridge over the river... The entire fossiliferous package has a lateral extent of about 50 m on both banks of the river""","gp_mid","-88.96","13.98","204","SV","","","","","group of beds","","","","","","","","""two successive bonbeds... The entire fossiliferous package... is approximately 1.6 m. thick... The lower bonebed is approximately 0.9 m thick and the majority of the vertebrates were collected here... The upper bonebed is approximately 0.7 m thick.""","""The matrix is a light brown unconsolidated ash with abundant pyroclasts and fragmentary vegetal remains.""","ash","brown","unlithified","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","good","","","","","","","","","","","""All fossil vertebrates recovered are disarticulated, with one exception, a partial Eremotherium skeleton found in the upper bonebed.... the state of preservation is good.""","general faunal/floral","field collection","","","","","","","""several hundred specimens... a sample of the most relevant specimens"" is described; ""All specimens are held at MUHNES, in San Salvador.""","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"654777","occ","","","70673","Nothropus tarijensis","species","97131","species not entered","Nothropus","","genus","97131","Early Pleistocene","","2.588","0.781","Marshall and Sempere","1991","19694","Chordata","Mammalia","Xenarthra","Megalonychidae","Nothropus","","","","","-64.733330","-21.533333","Tarija","","","BO","Tarija","","based on nearby landmark","minutes","","","gp_mid","-64.37","-21.42","201","BO","","Tarija","","","","","","","","","","","","","not reported","","","silty,sandy","","","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"661528","occ","","","71267","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Late Pleistocene","","0.126","0.0117","Page","1978","24026","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-86.500000","13.300000","El Bosque","","","NI","","Esteli","","1","","10 km SW of Pueblo Nuevo; coordinate approximate","gp_mid","-86.50","13.30","204","NI","","","","","","","","","","","","","","","claystone","green","","","","","","","","","lacustrine indet.","","""green clay"" thought to represent a ""swamp or pond""; series of six dates gave unreliable results due to lack of collagen, contamination, and leaching; locality thought to be earlier than late Wisconsinan based on this and on geomorphology; see also Gruhn 1978","","","","","","","","","","","","","","","","","","","","","human activity is suggested but uncertain","general faunal/floral","selective quarrying","","","","","","","","identifications by Miller and Lundelius","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"661725","occ","","","71297","Ocnopus gracilis","species","261415","","Ocnopus gracilis","","species","261415","Pleistocene","","2.588","0.0117","Paula Couto","1980","24083","Chordata","Mammalia","Xenarthra","Megalonychidae","Ocnopus","","","","","-53.166668","-25.200001","Areia Preta","","","BR","Sao Paulo","Jacupiranga","","seconds","","district of Cajati","gp_mid","-52.97","-25.18","201","BR","","","","","","","","","","","","","","","","","","","","","","","","","fluvial indet.","","no geological data available; age from fossil remains","","","","","","","","","","","","","","","","","","","","","only large animals at site; near ancient watering hole","","selective quarrying,surface (float)","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"661901","occ","","","71312","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Late Pleistocene","","0.126","0.0117","Woodburne","1969","23972","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-90.033333","16.250000","Rio de la Pasion","","","GT","Peten","","based on nearby landmark","minutes","outcrop","peccary is from ""a playa in the middle of the Río de la Pasíon at low water stage, 2 kilometers below the mouth of Río Santa Amelia"" and ""other fossil remains were collected from the bed and associated playas of Río de la Pasíon and adjacent Río Santa Amelia, in the vicinity of the town of Santa Amelia (coordinate based on town of Santa Amelia)","gp_mid","-90.03","16.25","205","GT","","","","","","","","","","","","","specimens are possibly not from a single stratigraphic unit","","not reported","","","","","","","","","","terrestrial indet.","","original geological context unclear","macrofossils","","","","","","","","body","","","","","","","","","","","","significant time averaging is possible, but ""most of the bones were heavily encrusted with lime or iron""\n","general faunal/floral","surface (float),survey of museum collection","AMNH","","","","B. Brown","1949","the specimens apparently ""were scoured out of the underlying strata... and washed downstream""","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"661997","occ","","","71322","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Ensenadan","","1.2","0.781","Hoffstetter","1968","23916","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-63.066666","-20.866667","Nuapua 1","","","BO","","","","minutes","","between Carandaiti and Capirenda","gp_mid","-62.85","-20.82","201","BO","","Nuapua","","","","","","","","","","","other age:Pleistocene","","""volcaniclastic""","","","","","","","","","","terrestrial indet.","","""une cinerite consolidee, de couleur rose"" that is 2 to 3 m thick; interpreted as a subaerial volcanic deposit; underlies Nuapua 2","","","","","","","","","","","","","","","","","","","","","most specimens are isolated, some are associated, one skeleton is articulated","","","","","","","","","","turtles also present","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"662070","occ","","","71332","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Late Pleistocene","","0.126","0.0117","Guerin","1991","23910","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-42.700001","-9.016667","Toca da Janela da Barra do Antoniao","","","BR","Piaui","","","minutes","","within 20 km of Sao Raimundo Nonato; coordinate based on this city","gp_mid","-42.70","-9.02","201","BR","","","","","","","","","","","","","","","","","","","","","","","","","lacustrine indet.","","""lake at the foot of a cliff""","","","","","","","","","","","","","","","","","","","","","Specimen count is approximate; ""some skeltons in anatomical connection""","","selective quarrying","","","900 specimens","","","","","Lithic industry, human parietal, Caiman, tortoise, and Plecostomus aurogauttatus (Loricariidae) also present","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"662108","occ","","","71333","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Late Pleistocene","","0.126","0.0117","Guerin","1991","23910","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-42.700001","-9.016667","Lagoa Sao Vitor","","","BR","Piaui","","","minutes","","within 20 km of Sao Raimundo Nonato; coordinate based on this city","gp_mid","-42.70","-9.02","201","BR","","","","","","","","","","","","","","","","","","","","","","","","","lacustrine indet.","","thought to be a seasonal water hole","","","","","","","","","","","","","","","","","","","","","no clear information on taphonomy or collecting methods","","selective quarrying","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"683952","occ","","","73752","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Late Pleistocene","","0.126","0.0117","Miller","1971","2588","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.987503","33.895279","La Mirada","","","US","California","Los Angeles","estimated from map","seconds","","easternmost part of La Mirada, at the boundary of Los Angeles and Orange counties on the banks of Coyote creek, juxtaposed to Highway 39 from about Stage Road to Rosecrans Avenue","gp_mid","-117.99","33.90","105","US","","","","","","","","","","","","","","silts and sands from grayish green to reddish brown","siltstone","brown,gray,green,red","unlithified","","Y","sandstone","","unlithified","","Y","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","marine mollusks and cetacean bones probably represent reworking of underlying late Pliocene and early Pleistocene sediments","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"690656","occ","","","74294","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Late Pleistocene","","0.126","0.0117","Olson","1972","24949","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-83.966667","30.133333","Aucilla River","","West Side of Ward Island","US","Florida","Jefferson","based on nearby landmark","minutes","outcrop","""river-bottom deposits in a branch of the Aucilla River on the west side of Ward Island [basis of coordinate] in the NE 1/4 sec. 13, T. 4 S., R. 3 E.""","gp_mid","-83.97","30.13","109","US","","","","","","","","","","","","","","none given","not reported","","","","","","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","survey of museum collection","","some genera,species names","","","Richard Ohmes","1969","","extant mammals present but not listed","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"728275","occ","","","78300","Acratocnus odontrigonus","species","83045","species not entered","Acratocnus","","genus","83045","Pleistocene","","2.588","0.0117","Schweitzer et al.","2008","26356","Chordata","Mammalia","Xenarthra","Megalonychidae","Acratocnus","","","","","-66.781113","18.314167","Cueva Salida (Exit Cave)","","","PR","","Utuado","stated in text","seconds","small collection","","gp_mid","-66.54","18.40","252","PR","","","","","bed","","","","","","","","Exit Cave, northwest of Rio Tanama, Utuado","","""carbonate""","","","calcareous","","","","","","","terrestrial indet.","","The crab claw was found in a cave where remains of a sloth and owl pellets were found.","macrofossils","","","","","","","","body,replaced with calcite","","","","","","","","","","","","","general faunal/floral","surface (float),field collection","USNM","","","","","","University of Puerto Rico Mayaguez Paleontological Collection","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"732838","occ","","","78640","Megalocnus sp.","genus","83044","","Megalocnus","","genus","83044","Late Pleistocene","","0.126","0.0117","Mancina and García-Rivera","2005","26442","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalocnus","","","","","-83.699997","22.650000","Cueva GEDA","","","CU","Pinar del Río","","stated in text","minutes","small collection","""Sierra de Guasasa, Cordillera de Guaniguanico, Provincia dePinar del Río"": fossils were ""approximately 700 m from the nearest cave entrance""","gp_mid","-83.70","22.65","206","CU","","","","","group of beds","","","","","","","","""Quaternary"" and most likely late Pleistocene based on comparisons with the Phyllops silvai type locality","specimens are within ""limestone encrustations""","""limestone""","","","","","","","","","","cave","","","macrofossils","","","","","","","","body","excellent","","","","","","","","","","","""fossils were exceptionally well preserved, and skeletal elements were still articulated in some specimens""","taxonomic","surface (in situ),field collection","","","","","C. A. Mancina, L. García-Rivera","June 24, 2000","fossils ""were found scattered loosely""; material is in the Instituto de Ecología y Sistemática, La Habana","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"732839","occ","","","78640","Mesocnus sp.","genus","99569","","Mesocnus","","genus","99569","Late Pleistocene","","0.126","0.0117","Mancina and García-Rivera","2005","26442","Chordata","Mammalia","Xenarthra","Megalonychidae","Mesocnus","","","","","-83.699997","22.650000","Cueva GEDA","","","CU","Pinar del Río","","stated in text","minutes","small collection","""Sierra de Guasasa, Cordillera de Guaniguanico, Provincia dePinar del Río"": fossils were ""approximately 700 m from the nearest cave entrance""","gp_mid","-83.70","22.65","206","CU","","","","","group of beds","","","","","","","","""Quaternary"" and most likely late Pleistocene based on comparisons with the Phyllops silvai type locality","specimens are within ""limestone encrustations""","""limestone""","","","","","","","","","","cave","","","macrofossils","","","","","","","","body","excellent","","","","","","","","","","","""fossils were exceptionally well preserved, and skeletal elements were still articulated in some specimens""","taxonomic","surface (in situ),field collection","","","","","C. A. Mancina, L. García-Rivera","June 24, 2000","fossils ""were found scattered loosely""; material is in the Instituto de Ecología y Sistemática, La Habana","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"742161","occ","","","79767","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Middle Pleistocene","","0.781","0.126","Sanders","2002","26822","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-80.041389","32.983891","Goose Creek, Pleistocene","","","US","South Carolina","Charleston","estimated from map","seconds","outcrop","","gp_mid","-80.04","32.98","109","US","","Ladson","","","formation","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"742162","occ","","","79768","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Middle Pleistocene","","0.781","0.126","Sanders","2002","26822","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-80.042221","32.018055","Goose Creek North, Pleistocene","","","US","South Carolina","Charleston","estimated from map","seconds","","","gp_mid","-80.04","32.02","109","US","","Ladson","","","formation","","","","","","","","","","not reported","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"742163","occ","","","79757","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Rancholabrean","","0.3","0.012","Sanders","2002","26822","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-80.334724","32.479443","Edisto Beach","","","US","South Carolina","Charleston","estimated from map","seconds","small collection","","gp_mid","-80.33","32.48","109","US","","","","","","","","","","","","","undetermined offshore unit","","not reported","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"742164","occ","","","79760","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Rancholabrean","","0.3","0.012","Sanders","2002","26822","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","1","specimens","-80.174721","32.980000","Irongate, Pleistocene","","","US","South Carolina","Dorchester","estimated from map","seconds","outcrop","from a ditch in the Irongate subdivision, approximately 3.9 km SW of Summerville, Dorchester County, SC","gp_mid","-80.17","32.98","109","US","","Ten Mile Hill Beds","","","formation","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","general faunal/floral","surface (in situ),field collection","USNM","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"751059","occ","","","80364","Pliomorphus ameghinioi","species","188816","species not entered","Pliomorphus","","genus","188816","Late Miocene","","11.608","5.333","Verde and Perea","1992","27017","Chordata","Mammalia","Xenarthra","Megalonychidae","Pliomorphus","","","1","specimens","-57.833057","-34.461666","Bahia de Colonia del Sacramento","","","UY","","","estimated from map","seconds","","coordinates are for Colonia del Sacramento in general (UTM coordinates listed x=315, y=6185)","gp_mid","-56.12","-34.28","202","UY","","","","","","","","","","","","","","","not reported","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"774136","occ","","","83073","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Late Pleistocene","","0.126","0.0117","Rogers and Martin","1985","27902","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-97.416664","37.733334","Super Sand Company Pit","","","US","Kansas","Sedgwick","stated in text","minutes","small collection","""Sec. 3, T27S, R1W""","gp_mid","-97.42","37.73","101","US","","","","","","","","","","","","","","no details given","""siliciclastic""","","","","","","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","salvage,selective quarrying","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"781513","occ","","","84189","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Late Pleistocene","","0.126","0.0117","Martin and Sneed","1989","28182","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-84.909447","34.386665","Yarbrough Cave","","","US","Georgia","Bartow","stated in text","seconds","","","gp_mid","-84.91","34.39","101","US","","","","","","","","","","","","","","","not reported","","","","","","","","","","cave","","","","","","","","","","","","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"788292","occ","","","85145","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Early Pleistocene","","2.588","0.781","McDonald et al.","2004","28649","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-109.333336","34.266666","Springerville","","MNA Locality 184-1","US","Arizona","Apache","stated in text","minutes","outcrop","""sections 2, 11, and 12, T10N, R28E""","gp_mid","-108.66","34.80","101","US","","","","","","","","","","","","","the basalts creating the gravels ""have been dated using K/Ar at 1.67 +/- 0.09 mya (Laughlin et al., 1980)""","""gravels""","gravel","","unlithified","","","","","","","","lacustrine indet.","","""The Richville gravels were deposited behind lava basalts, which impounded the Richville reach of the Little Colorado River"" and created ""a lake""","macrofossils","","","","","","","","body","","","","","","","","","","","","includes an ""almost complete"" Paramylodon skeleton","paleoecologic","survey of museum collection","","","","","","","Museum of Northern Arizona collection","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"789219","occ","","","20639","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Late Pleistocene","","0.126","0.0117","Langenwalter","1975","28773","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-118.000000","34.000000","San Pedro Lumber Yard [San Pedro Sand]","","San Pedro Lumber Company, Hill number 48), San Pedro: LACM 1026, 1057 (? = LACM 187); (? UCMP 2047)","US","California","Los Angeles","based on political unit","seconds","","","gp_mid","-118.00","34.00","105","US","","San Pedro Sand","","","formation","","","","","","","","","","not reported","","","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","LACM","","","","","","","said to be ""18O substage 5e"" by Jefferson 1991","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
