"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=bradypodidae&show=full"
"Access Time","Fri 2017-02-17 16:03:00 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","bradypodidae"
"","timerule","major"
"","taxon_status","all"
"","show","full"
"Elapsed Time","0.00272"
"Records Found","239"
"Records Returned","239"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"187936","occ","","","18560","Pliometanastes n. sp. protistus","species","50581","","Pliometanastes protistus","","species","50581","Hemphillian","","10.3","4.9","Hirschfeld and Webb","1968","1919","Chordata","Mammalia","Xenarthra","Megalonychidae","Pliometanastes","","","","","-82.599998","29.650000","McGehee Farm","","","US","Florida","Alachua","based on nearby landmark","minutes","","3 mi N of Newberry (basis of coordinate)\r\n""SW1/4, Sec. 15, T. 9 S., R. 17 E."" (Becker 1985)","gp_mid","-79.51","30.92","109","US","","Alachua","","","bed","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"187989","occ","","","18564","Pliometanastes protistus","species","50581","","Pliometanastes protistus","","species","50581","Hemphillian","","10.3","4.9","Hulbert","1988","1949","Chordata","Mammalia","Xenarthra","Megalonychidae","Pliometanastes","","","","","-82.300003","29.100000","Moss Acres Racetrack","","","US","Florida","Marion","based on political unit","1","outcrop","""NW 1/4, NE 1/4 sec. 11, T14S, R19E""","gp_mid","-79.24","30.36","109","US","","Alachua","","","bed","","","","","","","","","""fine-grained, virtually pure clay... 80% illite and 20% kaolinite, and contains numerous fine silica grains and isolated pockets of peat""","claystone","","","","","","","","","","pond","","""fluvially isolated, permanent pond""","macrofossils","","","","","","","","body","","","","","","","","","","","","","paleoecologic","field collection","","","","","","","","""cf. Procamelus sp."" is omitted by Lambert 1997","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"188211","occ","","","18601","Pliometanastes protistus","species","50581","","Pliometanastes protistus","","species","50581","Hemphillian","","10.3","4.9","Becker","1985","1051","Chordata","Mammalia","Xenarthra","Megalonychidae","Pliometanastes","","","","","-82.316666","28.799999","Withlacoochee River Site 4A","","","US","Florida","Marion","based on political unit","minutes","small collection","on the ""Marion/Citrus  County boundary... an underwater fossil locality approximately 8 mile (12.8 km) southeast of Dunnellon in the center of the NE1/2 of NW1/4 of Section 30, T. 17 S., R. 20 E."" (Becker 1985) (coordinate based on the USGS Withlacoochee River coordinate that falls within the Stokes Ferry quad)","gp_mid","-79.27","30.06","109","US","","","","","group of beds","","","","","","","","said to be early Hemphillian\nsinkhole is ""developed in the Inglis member of the Ocala Limestone (Late Eocene)"" (Becker 1985)","""fine green clays, with some evidence of layering or varving"" that fill ""a sinkhole"" (Becker 1985) or ""massive green clays and occasionally concentrated in thin beds of silt""","claystone","fine,green","","silty","","","","","","","pond","","""a pond environment"" but there ""is some [faunal] evidence for marine or estuarine influence"" (Becker 1985) or ""a freshwater pond or oxbow lake cut"" (Webb 2008)","macrofossils","","","","","","","","body","","autochthonous","","","","","","","","","","""All fossil bone in situ is well preserved with no evidence of water transport... Very thin (1 mm) layeres of [unidentified small] fish occur at several horizons within the clay [and]... are completely articulated, and are covered with scales as in life"" (Becker 1985)","taxonomic","","FLMNH","","","","","","Eocene, Hemphillian, and Rancholabrean fossils are all present but easily distinguished based on preservation and color","Site 4A is in Marion Co., site 4X in Citrus Co.: Webb 1989","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"188812","occ","","","18737","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Late Hemphillian","","10.3","4.9","Dalquest and Mooser","1980","1323","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-100.666664","21.083332","Rancho El Ocote (Basal)","","GTO-2; TMM 41685; Arroyo de la Carreta","MX","Guanajuato","","based on nearby landmark","minutes","outcrop","Near Los Rodriguez, San Miguel de Allende District. According to Dalquest and Mooser (1980), 20 km north and 5 km east of San Miguel de Allende\nexact coordinate given by Ruez 2005","gp_mid","-98.16","22.95","104","MX","","Rancho Viejo Beds","","","group of beds","","Ocote","1","bottom to top","","","","apparently includes the Rhino Layer of Flynn et al. 2005, and therefore also the underlying Proboscidean layer; they report a fission track date of 4.8 +/- 0.2 Ma beneath the Proboscidean layer, and the GMPTS chron C3n.4n/C3n.3r transition falls in between the two layers\nfrom the ""lower unit, 2-4 m thick"" (Carranza-Castañeda and Walton 1992)","Arellano (1951): ""Bone-bed about 2m thick, of white to light green or yellowish silty sand with coarser detritus disseminated, or in pockets or lenses""\r\nCarranza-Castañeda and Walton 1992: ""green swelling clay. Pockets of gravel lag consist of subangular to rounded rhyolite and basalt clasts of 3-6 cm (maximum 10 cm) diameter""; macrofossils at GTO 2b are from this ""basal clay"" and those at GTO 2c are from a ""sand and gravel zone (probably a local channel)""","claystone","green","","conglomeratic","Y","sandstone","coarse","","","Y","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","selective quarrying","","some genera","","","O. Carranza-Castañeda","","collected by ""trenching"" (Carranza-Castañeda and Walton 1992)","Rancho El Ocote in general spans several meters and three faunal zones: list of Miller and Carranza 1984 is a composite, and that of Dalquest and Mooser 1980a appears to span the lower two zones\nfollowing records are of uncertain provenance: ? Indarctos sp. Dalquest and Mooser 1980a Neohipparion gidleyi MacFadden 1984b: &quot;N. otomii&quot; in part\nnot clear what &quot;Nannippus hesperides&quot; of Dalquest and Mooser 1980a is, but the holotype is clearly a large form of Nannippus: JA pers. obs. 12.1.93; looks more like a medium-sized Neohipparion, especially the referred lower tooth; JA 9.6.96\nMachairodus sp. - not described by Carranza and Miller 1996, and record probably pertains to either Arroyo Tepalcates or Rinconada (see); however, M. cf. coloradensis is implied to be present by Miller and Carranza 1998a ","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"188880","occ","","","18746","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Hemphillian","","10.3","4.9","Carranza-Castaneda and Miller","1993","6213","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-98.699997","20.700001","Tehuichila","","","MX","Hidalgo","","based on nearby landmark","1","","8 km W of Zacualtipan","gp_mid","-96.18","22.51","104","MX","","","","","","","","","","","","","said to be Hemphillian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","discussed as Potrero Zietla and placed at 4 km E (not W) of Zacualtiplan and 3 km N of Tehuichila on ""the ranch El Suspiro"" by Castilo-Ceron 2000 JVP abstract\nlist of Miller and Carranza 1984 seems to be repeated without revision from Freudenberg 1922 (!)\nsome material may be Blancan according to Carranza 1991; see also Zietla\ntype of Protohippus castilli could be anything\n""Neohipparion montezuma"" seems to be from the Blancan Zietla fauna: Carranza and Miller 1993","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"190138","occ","","","18999","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Hemphillian","","10.3","4.9","Hirschfeld and Webb","1968","1919","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-118.699997","42.700001","Otis Basin","","UO 2347","US","Oregon","Harney","based on political unit","1","small collection","","gp_mid","-114.86","44.46","129","US","FED","Drewsey","","Tuff Sandstone","","","MlhrN","5","bottom to top","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","","slightly revised from Shotwell 1963b<br>stratigraphic position based on Bowen et al. 1963<br>KA date of 9.4 +/- 0.6 Ma (sanidine) on the conformably underlying Welded Tuff Mbr.; high-error whole-rock date on uncomformably overlying Drinkwater Basalt also available: Tedford et al. 1987","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"190248","occ","7368","","19015","cf. Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Hemphillian","","10.3","4.9","Fremd et al.","1994","1547","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-119.300003","44.500000","Rattlesnake","","SDSM V-832; UC 3045, 3058, 3060","US","Oregon","Grant","based on political unit","1","","","gp_mid","-115.46","46.26","129","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","SDSM","","","","","","","preliminary list given by Merriam 1917<br>ignimbrite above fauna dated at 6.6 +/- 0.1 and 6.8 +/- 0.2 Ma (KA on sanidine): Tedford et al. 1987; according to Tedford and Martin 2001, this is the same as the Rattlesnake Ash Flow Tuff dated at 7.2 Ma (SCLF AA) by Fremd et al. 1994 and 7.05 +/- 0.02 Ma (Ar/Ar) by Perkins et al. 1998<br>possibly relevant: Indarctos(?) sp. at UC 3042<br>status of ""Hipparion sp."" of Tedford et al. 1987 unclear in light of figured material<br><br>""Prosthennops rex"": a nomen dubium from possible Rattlesnake exposures from Wilson's Springs, Crooked River, Oregon according to Colbert 1938; Merriam et al. were uncertain of the type's provenance but described an additional tayassuid at UC 3060","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"190879","occ","","","19111","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Blancan","","4.9","1.8","Kelly","1997","2066","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","1","specimens","-119.500000","38.799999","Wellington Hills (UCMP V-95010)","","","US","Nevada","Douglas","based on political unit","1","small collection","Antelope Valley","gp_mid","-118.54","39.66","101","US","FED","","","","","","AntV","2","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UCMP","","9 specimens","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"190883","occ","","","19112","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Blancan","","4.9","1.8","Kelly","1997","2066","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","1","specimens","-119.500000","38.799999","Wellington Hills (UCMP V-95011)","","","US","Nevada","Douglas","based on political unit","1","small collection","Antelope Valley","gp_mid","-118.54","39.66","101","US","FED","","","","","","AntV","2","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UCMP","","2 specimens","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"190896","occ","","","19116","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Hemphillian","","10.3","4.9","Hirschfeld and Webb","1968","1919","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-119.288330","45.840557","Westend Blowout","","Ordnance; SDSM V801; UO 2349; UWBM A8803","US","Oregon","Morrow","based on nearby landmark","seconds","outcrop","12 mi SW of Hermiston (basis of coordinate); from a ""larger"" blowout more than ""a few feet... in length""","gp_mid","-115.43","47.60","129","US","","Alkali Canyon","","","member","","","","","","","","""relatively thin stratigraphic unit""; see Martin 1998 for stratigraphic nomenclature","""unconsolidated sands, tuffaceous sandstone and tuffs""","sandstone","tuffaceous","unlithified","","","tuff","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","paleoecologic","surface (float),field collection","SDSM","species names","","","","","collection on hands and knees"" from a blowout","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"191110","occ","","","19186","Pliometanastes sp.","genus","43606","","Pliometanastes","","genus","43606","Hemphillian","","10.3","4.9","Tedford","1981","3378","Chordata","Mammalia","Xenarthra","Megalonychidae","Pliometanastes","","","","","-107.000000","36.500000","Black Mountain (Chamita Formation)","","Black Mesa","US","New Mexico","Rio Arriba","based on political unit","1","","western slope of Black Mesa, Northern Espanola Basin","gp_mid","-104.08","38.52","101","US","","Chamita","","","","","Chama","4","bottom to top","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","list may be complete<br>Black Mesa is another name for Round Mountain: Tedford and Barghoorn 1993, p. 164<br>possibly relevant: Merycodus (""Meryceros"") crucensis Frick 1937: ""east of Black Mesa""","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"191114","occ","","","19187","Megalonyx n. sp. mathisi","species","48028","","Megalonyx mathisi","","species","48028","Hemphillian","","10.3","4.9","Hirschfeld and Webb","1968","1919","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-120.599998","37.299999","Black Rascal Creek","","UCMP V-67223","US","California","Merced","based on political unit","1","small collection","east of Merced","gp_mid","-116.87","39.07","130","US","","Upper Mehrten","","","","","","","","","","","""Hemphillian, probably late Hemphillian, tenatively correlated with the Pinole Tuff site... which has a potassium-argon date of approximately 5.2 million years""","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","UCMP","some genera","","","","","","other taxa definitely are present","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"191421","occ","","","19290","Pliometanastes ? n. sp. galushai","species","50580","","Pliometanastes galushai","","species","50580","Hemphillian","","10.3","4.9","MacFadden","1977","2365","Chordata","Mammalia","Xenarthra","Megalonychidae","Pliometanastes","","","","","-107.000000","36.500000","Chamita Formation (Middle Brown Unit)","","","US","New Mexico","Rio Arriba","based on political unit","1","","Central Espanola Basin","gp_mid","-104.08","38.52","101","US","","Chamita","","","member","","Espan","7","bottom to top","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","paleomag chron 3An.1n according to MacFadden, but C4n.2n according to Lindsay et al. 1984","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"191700","occ","","","19365","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Hemphillian","","10.3","4.9","Hirschfeld and Webb","1968","1919","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-122.099998","37.900002","Hemme Hills","","UCMP V-5053","US","California","Contra Costa","based on political unit","1","small collection","","gp_mid","-118.40","39.68","130","US","","Tassajara","","basal","","","MDiab","5","bottom to top","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","UCMP","some genera","","","","","","discussed by Tedford et al. 1987 but no references are given and only the megalonychid is mentioned, making date of 5.5 +/- 0.2 Ma for a Pinole Tuff equivalent unit below the fauna useless<br>formation overlies Green Hills Fm.: Tedford et al. 1987","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"191749","occ","","","19376","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Miocene","","23.03","5.333","Repenning and Vedder","1961","2877","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-120.000000","35.099998","""H"" Sites","","","US","California","San Luis Obispo","based on political unit","1","","Eastern Caliente Range","gp_mid","-113.80","37.56","105","US","","Caliente","","","","","Calie","7","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"191889","occ","","","19411","Pliometanastes sp.","genus","43606","","Pliometanastes","","genus","43606","Hemphillian","","10.3","4.9","Hirschfeld and Webb","1968","1919","Chordata","Mammalia","Xenarthra","Megalonychidae","Pliometanastes","","","","","-118.500000","35.299999","Klipstein Ranch 3","","UCMP V-5684","US","California","Kern","based on political unit","1","small collection","","gp_mid","-114.73","37.06","130","US","","Upper Caliente","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","UCMP","some genera","","","","","","formation apparently is not otherwise exposed in this county, but Klipstein Ranch definitely falls within it","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"192009","occ","8025","","19445","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Late Hemphillian","","10.3","4.9","Hirschfeld and Webb","1968","1919","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-117.000000","33.900002","Mount Eden","","Eden Ledges; UCMP V-3269","US","California","Riverside","based on political unit","1","","San Timoteo Badlands, near Beaumont","gp_mid","-113.57","35.37","105","US","","Mt. Eden","","","","","Timot","140","bottom to top","","","","Baskin 1981 says late Hemphillian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","Gilbert Chron ""5.0 to 5.4 Ma"": May and Repenning 1982, based on biochronology and reversed polarity at AMNH quarry","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"192025","occ","","","19447","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Hemphillian","","10.3","4.9","Stirton","1939","3233","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-122.099998","37.900002","Mulholland Site 2","","UCMP V-3611","US","California","Contra Costa","based on political unit","1","small collection","1.5 mi N and 0.5 E of Moraga","gp_mid","-118.40","39.68","130","US","","Mulholland","","","","","Mulho","2","bottom to top","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","UCMP","","","","","","","referred to the Orinda Fm. by Stirton but to the Mulholland Fm. by Creely et al. 1982<br>not directly superposed above the Orinda/Moraga/Siesta sites contra Tedford et al. 1987, but a lateral equivalent of the Bald Peak Basalt, which overlies the Siesta Fm. (Creely et al. 1982) and is dated at 7.7 (=7.91) Ma (KA on olivine: Evernden et al. 1964)<br>superposed above the undifferentiated Contra Costa Group, including Bolinger Canyon and other ""Orinda"" sites of Stirton","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"192157","occ","8084","","19479","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Hemphillian","","10.3","4.9","Hirschfeld and Webb","1968","1919","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-122.099998","37.900002","Pinole Junction Site 1","","UCMP 2572","US","California","Contra Costa","based on political unit","1","small collection","1/4 mi W of Pinole Junction","gp_mid","-118.40","39.68","130","US","","Pinole Tuff","","","","","MDiab","4","bottom to top","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","UCMP","","","","","","","""same horizon"" as Site 2<br>dated at 5.3 +/- 0.1 Ma: Tedford et al. 1987, who place the fauna above the Mulholland Fm. but do not discuss their correlation; the stratigraphic position of the Pinole Tuff was clearly unknown to Stirton and is not mentioned by Creely et al. 1982, but Tedford et al. 1987 indicate that the tuff between the Green Valley and Tassajara Fms. is unambiguously correlated with the Pinole Tuff on geochemical grounds<br>some ""Pinole Tuff"" records may not pertain to this site<br>this forms most of the Pinole Tuff list of Merriam 1917, which also includes a rhino and a proboscidean","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"192541","occ","","","19546","Pliometanastes protistus","species","50581","","Pliometanastes protistus","","species","50581","Hemphillian","","10.3","4.9","Hirschfeld","1981","1918","Chordata","Mammalia","Xenarthra","Megalonychidae","Pliometanastes","","","","","-120.800003","37.599998","Siphon Canal","","UCMP V-72004","US","California","Stanislaus","based on political unit","1","small collection","near Knight's Ferry","gp_mid","-117.07","39.37","130","US","","Mehrten","","","","","","","","","","","said to be early Hemphillian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UCMP","some genera","","","","","","4 m below a tuff dated at 8.19 +/- 0.16 Ma (KA)","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"193218","occ","","","19653","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Blancan","","4.9","1.8","Tomida","1987","6199","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-109.099998","32.900002","Country Club","","UALP 8042","US","Arizona","Greenlee","estimated from map","1","outcrop","SE of Guthrie","gp_mid","-108.09","33.69","101","US","FED","Gila Conglomerate","","","member","","","","","","","","from 10 localities spanning about 10 m of section","","siltstone","","","","Y","conglomerate","","","","Y","fluvial indet.","","most localities are in siltstone, but some are in ""Pediment- and- terrace gravel""","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","bulk,surface (float),sieve,field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
